"Done","Date","Log name","Asset IDs","Asset names","Archive assets","Areas","Notes","Categories","Invoice number","Lot number","Quantity","Units","Unit price","Total price","Customer"
,"2018-10-23",,,"Lettuce: Romaine: Chopped",,,"Pg: No PO",,"DS1043",,2,"Cases",23.83,47.66,"Dining Services"
,"2018-10-24",,,"Lettuce: Romaine: Chopped",,,"Jh: No PO",,"DS1044",,1,"Cases",23.83,23.83,"Dining Services"
,"2018-10-25",,,"Lettuce: Romaine: Chopped",,,"Bjf: po 60857",,"DS1045",,1,"Cases",23.83,23.83,"Dining Services"
,"2018-10-26",,,"Lettuce: Romaine: Chopped",,,"Matt: Catering special order:  Carrots: thyme: chard: Turnips: sweet Potatoes.  Please check prices and adjust !!!!",,"DS1046",,3,"Cases",23.83,71.49,"Dining Services"
,"2018-10-29",,,"Lettuce: Romaine: Chopped",,,"Pg: ",,"DS1047",,1,"Cases",23.83,23.83,"Dining Services"
,"2018-10-30",,,"Lettuce: Romaine: Chopped",,,"Pg: PO 60860;
Phil cancelled the cabbage",,"DS1048",,1,"Cases",23.83,23.83,"Dining Services"
,"2018-10-31",,,"Lettuce: Romaine: Chopped",,,"Matt: No PO",,"DS1049",,1,"Cases",23.83,23.83,"Dining Services"
,"2018-11-01",,,"Lettuce: Romaine: Chopped",,,"Jh: ",,"DS1050",,1,"Cases",23.83,23.83,"Dining Services"
,"2018-11-02",,,"Lettuce: Romaine: Chopped",,,"Pg: No PO",,"DS1051",,3,"Cases",23.83,71.49,"Dining Services"
,"2018-11-05",,,"Lettuce: Romaine: Chopped",,,"Pg: No PO",,"DS1052",,1,"Cases",23.83,23.83,"Dining Services"
,"2018-08-24",,,"Mint",,,"bjf: no PO. Communicated with Mary Hair re: pricing.",,"DS997",,0.75,"Cases",8,6,"Dining Services"
,"2018-01-24",,,"Onions: Storage",,,"Mjs: PO 57106",,"DS921",,2,"Cases",18,36,"Dining Services"
,"2018-02-02",,,"Onions: Storage",,,"mjs: PO 57229 ;
ADDED 3 MORE CASES OF Carrots PER REQUEST RECEIVED BY TEXT",,"DS931",,3,"Flats",18,54,"Dining Services"
,"2018-08-24",,,"Parsley",,,"bjf: no PO. Communicated with Mary Hair re: pricing.",,"DS997",,1,"Flats",4.78,4.78,"Dining Services"
,"2018-09-13",,,"Parsley: Flat",,,"Sm: ",,"DS1012",,1,"Flats",0.91,0.91,"Dining Services"
,"2018-09-18",,,"Parsley: Flat",,,"Pg: ",,"DS1015",,0.5,"Bunches",0.91,0.46,"Dining Services"
,"2018-10-05",,,"Parsley: Fresh",,,"Phil : HI MARY PLS CHECK PRICING THANKS!",,"DS1030",,0.5,"Bunches",5.46,2.73,"Dining Services"
,"2018-10-10",,,"Parsley: Fresh",,,"Pg: ",,"DS1033",,1,"Bunches",5.46,5.46,"Dining Services"
,"2018-10-17",,,"Parsley: Fresh",,,"JH: PO 60723",,"DS1038",,1,"Cases",5.46,5.46,"Dining Services"
,"2018-07-12",,,"Peas: Snap",,,"Matt: ",,"DS973",,1.5,"BAG: 5#",26.8,40.2,"Dining Services"
,"2018-09-04",,,"Peppers: Bell: Sliced",,,"Pg: ",,"DS1003",,3,"Cases",39,117,"Dining Services"
,"2018-09-12",,,"Peppers: Bell: Sliced",,,"JLH: No PO",,"DS1010",,1,"Cases",39,39,"Dining Services"
,"2018-09-13",,,"Peppers: Bell: Sliced",,,"Sm: ",,"DS1012",,0.25,"Cases",44.1,11.03,"Dining Services"
,"2018-09-17",,,"Peppers: Bell: Sliced",,,"bjf: ",,"DS1014",,2,"Cases",13.8,27.6,"Dining Services"
,"2018-09-18",,,"Peppers: Bell: Sliced",,,"Pg: ",,"DS1015",,1,"Cases",13.8,13.8,"Dining Services"
,"2018-09-18",,,"Peppers: Bell: Sliced",,,"MS: ",,"26",,1,"Cases",13.6,13.6,"Other"
,"2018-09-19",,,"Peppers: Bell: Sliced",,,"pg: No PO;
Mary: please adjust prices.  Note: 30 lbs of strawberries delivered.  Entered as 7.5 cases at 4 lbs a case.  Thanks!",,"DS1016",,1,"Cases",0,0,"Dining Services"
,"2018-09-20",,,"Peppers: Bell: Sliced",,,"Ph: No PO",,"DS1017",,1,"Cases",13.8,13.8,"Dining Services"
,"2018-09-21",,,"Peppers: Bell: Sliced",,,"Buf: ",,"DS1018",,2,"Cases",13.8,27.6,"Dining Services"
,"2018-09-26",,,"Peppers: Bell: Sliced Fresh",,,"Pg: Please adjust price for Cantaloupes Frozen.  Thanks!",,"DS1022",,2,"BAG: 5#",13.8,27.6,"Dining Services"
,"2018-09-27",,,"Peppers: Bell: Sliced Fresh",,,"PG: ",,"DS1023",,1,"BAG: 5#",13.8,13.8,"Dining Services"
,"2018-10-01",,,"Peppers: Bell: Sliced Fresh",,,"bjf: ",,"DS1025",,1,"BAG: 5#",13.8,13.8,"Dining Services"
,"2018-10-02",,,"Peppers: Bell: Sliced Fresh",,,"pg: updated prices from Mary Hair 10.1.18",,"DS1026",,4,"BAG: 5#",13.8,55.2,"Dining Services"
,"2018-10-05",,,"Peppers: Bell: Sliced Fresh",,,": ",,"CO-DS114",,4,"BAG: 5#",13.8,55.2,"Cash Ops: DS"
,"2018-10-05",,,"Peppers: Bell: Sliced Fresh",,,"Phil : HI MARY PLS CHECK PRICING THANKS!",,"DS1030",,4,"BAG: 5#",13.8,55.2,"Dining Services"
,"2018-10-08",,,"Peppers: Bell: Sliced Fresh",,,"PG: ",,"DS1031",,4,"BAG: 5#",13.8,55.2,"Dining Services"
,"2018-10-10",,,"Peppers: Bell: Sliced Fresh",,,"PG: ",,"DS1033",,4,"BAG: 5#",13.8,55.2,"Dining Services"
,"2018-10-11",,,"Peppers: Bell: Sliced Fresh",,,"Pg: PO 60582",,"DS1034",,4,"BAG: 5#",13.8,55.2,"Dining Services"
,"2018-10-12",,,"Peppers: Bell: Sliced Fresh",,,"Sm: PO 60583",,"DS1035",,8,"BAG: 5#",13.8,110.4,"Dining Services"
,"2018-10-16",,,"Peppers: Bell: Sliced Fresh",,,"Ph: PO 60585",,"DS1037",,4,"BAG: 5#",13.8,55.2,"Dining Services"
,"2018-10-18",,,"Peppers: Bell: Sliced Fresh",,,"Pg: No PO",,"DS1039",,4,"BAG: 5#",13.8,55.2,"Dining Services"
,"2018-10-23",,,"Peppers: Bell: Sliced Fresh",,,"Pg: No PO",,"DS1043",,8,"BAG: 5#",13.8,110.4,"Dining Services"
,"2018-10-25",,,"Peppers: Bell: Sliced Fresh",,,"Bjf: po 60857",,"DS1045",,2,"BAG: 5#",13.8,27.6,"Dining Services"
,"2018-10-29",,,"Peppers: Bell: Sliced Fresh",,,"Pg: ",,"DS1047",,4,"BAG: 5#",13.8,55.2,"Dining Services"
,"2018-10-30",,,"Peppers: Bell: Sliced Fresh",,,"Pg: PO 60860;
Phil cancelled the cabbage",,"DS1048",,2,"BAG: 5#",13.8,27.6,"Dining Services"
,"2018-10-31",,,"Peppers: Bell: Sliced Fresh",,,"Matt: No PO",,"DS1049",,2,"BAG: 5#",13.8,27.6,"Dining Services"
,"2018-11-01",,,"Peppers: Bell: Sliced Fresh",,,"Jh: ",,"DS1050",,2,"BAG: 5#",13.8,27.6,"Dining Services"
,"2018-11-07",,,"Peppers: Bell: Sliced Fresh",,,"Pg: No PO",,"DS1054",,2,"BAG: 5#",13.8,27.6,"Dining Services"
,"2018-11-08",,,"Peppers: Bell: Sliced Fresh",,,"Pg: no PO",,"DS1055",,1,"BAG: 5#",13.8,13.8,"Dining Services"
,"2018-11-09",,,"Peppers: Bell: Sliced Fresh",,,"Ph: no PO",,"DS1056",,1,"BAG: 5#",13.8,13.8,"Dining Services"
,"2018-11-14",,,"Peppers: Bell: Sliced Fresh",,,"MS: No PO",,"DS1059",,2,"Cases",13.8,27.6,"Dining Services"
,"2018-01-22",,,"Peppers: Bell: Strips",,,"jh: PO 57057 revised on 1/31/18 with adjusted cost of pepper strips",,"DS919",,20,"Cases",1.03,20.6,"Dining Services"
,"2018-01-25",,,"Peppers: Bell: Strips",,,"jh: PO 57106 revised and resubmitted invoice on 2/2/18",,"DS922",,10,"Cases",1.03,10.3,"Dining Services"
,"2018-01-26",,,"Peppers: Bell: Strips",,,"jh: increased order via text;
PO 57107. Invoice adjusted on 1/31/18 to reflect corrected price for bell pepper strips.",,"DS928",,20,"Cases",1.03,20.6,"Dining Services"
,"2018-09-11",,,"Peppers: Bell: Strips",,,"pg: 2 Cherry Tomatoes on invoice are 1 cherry case cherry toms and 1 case grape toms.  Strawberries not included in invoice.  Will come after we contact Mary for pricing.  No PO.  ",,"DS1008",,2,"Cases",1.03,2.06,"Dining Services"
,"2018-09-14",,,"Peppers: Bell: Strips",,,"DM: ",,"DS1013",,1,"Cases",1.03,1.03,"Dining Services"
,"2018-09-24",,,"Peppers: Bell: Strips",,,"pg: ",,"DS1019",,2,"Cases",1.03,2.06,"Dining Services"
,"2018-01-25",,,"Peppers: Bell: Strips Frozen",,,": add ons via text;
PO 57107",,"DS925",,6,"Cases",39,234,"Dining Services"
,"2018-01-26",,,"Peppers: Bell: Strips Frozen",,,": PO57107",,"DS924",,2,"Cases",39,78,"Dining Services"
,"2018-01-29",,,"Peppers: Bell: Strips Frozen",,,"Ben: PO 57108;
Beets and Turnips added on via text.",,"DS926",,45,"Cases",1.03,46.35,"Dining Services"
,"2018-01-30",,,"Peppers: Bell: Strips Frozen",,,"MJS: PO 57109 with add ons via text",,"DS927",,25,"Cases",1.03,25.75,"Dining Services"
,"2018-01-31",,,"Peppers: Bell: Strips Frozen",,,"Keb: PO 57227",,"DS929",,30,"Cases",1.03,30.9,"Dining Services"
,"2018-09-28",,,"Peppers: Bell: Strips Frozen",,,"Ph: ",,"DS1024",,1,"Cases",13.8,13.8,"Dining Services"
,"2018-01-19",,,"Potatoes",,,"Mjs: PO 57035;
need to confirm prices for:;
30 lbs of Spinach Frozen;
- delivered but not included in invoice -",,"DS917",,1,"Cases",23,23,"Dining Services"
,"2018-01-30",,,"Potatoes",,,"MJS: PO 57109 with add ons via text",,"DS927",,5,"Cases",23,115,"Dining Services"
,"2018-02-02",,,"Potatoes",,,"mjs: PO 57229 ;
ADDED 3 MORE CASES OF Carrots PER REQUEST RECEIVED BY TEXT",,"DS931",,1,"Cases",23,23,"Dining Services"
,"2018-10-22",,,"Potatoes",,,"Pg: ",,"DS1042",,2,"Cases",19.1,38.2,"Dining Services"
,"2018-10-23",,,"Potatoes",,,"Pg: No PO",,"DS1043",,2,"Cases",19.1,38.2,"Dining Services"
,"2018-10-31",,,"Potatoes",,,"Matt: No PO",,"DS1049",,1,"Cases",19.1,19.1,"Dining Services"
,"2018-11-06",,,"Potatoes",,,"Phil: no PO",,"DS1053",,1,"Cases",19.1,19.1,"Dining Services"
,"2018-11-12",,,"Potatoes",,,"Pg: no PO",,"DS1057",,3,"Cases",19.1,57.3,"Dining Services"
,"2018-11-13",,,"Potatoes",,,"Pg: no PO",,"DS1058",,2,"Cases",19.1,38.2,"Dining Services"
,"2018-11-14",,,"Potatoes",,,"MS: No PO",,"DS1059",,1,"Cases",19.1,19.1,"Dining Services"
,"2018-11-15",,,"Potatoes",,,"Pg: no PO",,"DS1060",,1,"Cases",19.1,19.1,"Dining Services"
,"2018-11-27",,,"Potatoes",,,"JH: No PO",,"DS1062",,1,"Cases",19.1,19.1,"Dining Services"
,"2018-11-29",,,"Potatoes",,,"Ph: PO 61455",,"DS1064",,1,"Cases",19.1,19.1,"Dining Services"
,"2018-11-30",,,"Potatoes",,,"Pg: PO 61456",,"DS1065",,1,"Cases",19.1,19.1,"Dining Services"
,"2018-12-03",,,"Potatoes",,,"Bjf: po61457",,"DS1066",,3,"Cases",19.1,57.3,"Dining Services"
,"2018-12-07",,,"Potatoes",,,"PG: ",,"DS1069",,1,"Cases",19.1,19.1,"Dining Services"
,"2018-01-18",,,"Potatoes: C Size",,,"jh: PO ??;
",,"DS916",,1.75,"Cases",48,84,"Dining Services"
,"2018-01-22",,,"Potatoes: C Size",,,"jh: PO 57057 revised on 1/31/18 with adjusted cost of pepper strips",,"DS919",,2,"Cases",25,50,"Dining Services"
,"2018-01-23",,,"Potatoes: C Size",,,"Mh: PO 57078",,"DS920",,4,"Cases",25,100,"Dining Services"
,"2018-04-12",,,"Salad Dressing",,,"Jh: No PO",,"DS949",,1,"BOTTLE: 25oz",30,30,"Dining Services"
,"2018-09-20",,,"Salsa",,,"Ph: No PO",,"DS1017",,0.166,"Cases",0.01,0,"Dining Services"
,"2018-08-24",,,"Scallions",,,"bjf: no PO. Communicated with Mary Hair re: pricing.",,"DS997",,3,"Cases",20.1,60.3,"Dining Services"
,"2018-09-14",,,"Scallions",,,"DM: ",,"DS1013",,1,"Cases",20.1,20.1,"Dining Services"
,"2018-09-18",,,"Scallions",,,"Pg: ",,"DS1015",,1,"Cases",20.1,20.1,"Dining Services"
,"2018-09-25",,,"Scallions",,,"dm: ",,"DS1021",,1,"Cases",20.1,20.1,"Dining Services"
,"2018-11-07",,,"Scallions",,,"Pg: No PO",,"DS1054",,1,"Cases",40.1,40.1,"Dining Services"
,"2018-11-09",,,"Scallions",,,"Ph: no PO",,"DS1056",,1,"Cases",40.1,40.1,"Dining Services"
,"2018-11-14",,,"Scallions",,,"MS: No PO",,"DS1059",,1,"Cases",40.1,40.1,"Dining Services"
,"2018-11-28",,,"Scallions",,,"Pg: No po",,"DS1063",,1,"Cases",32.1,32.1,"Dining Services"
,"2018-12-03",,,"Scallions",,,"Bjf: po61457",,"DS1066",,1,"Cases",32.1,32.1,"Dining Services"
,"2018-03-28",,,"Spinach",,,"JH: correct invoice for delivery on 3.28.18. Please disregard other invoice: thanks!",,"CO-DS97",,2,"Cases",14,28,"Cash Ops: DS"
,"2018-04-02",,,"Spinach",,,": PO 58175",,"CO-DS98",,2,"Cases",14,28,"Cash Ops: DS"
,"2018-04-03",,,"Spinach",,,"Mjs: No po",,"DS945",,5,"Cases",14,70,"Dining Services"
,"2018-04-05",,,"Spinach",,,"Mjs: no PO",,"DS946",,4,"Cases",14,56,"Dining Services"
,"2018-04-10",,,"Spinach",,,"Bjf: no PO",,"DS947",,2,"Cases",14,28,"Dining Services"
,"2018-04-11",,,"Spinach",,,"BF: no PO",,"DS948",,5,"Cases",14,70,"Dining Services"
,"2018-04-17",,,"Spinach",,,"Sd: no PO",,"CO-DS103",,2,"Cases",14,28,"Cash Ops: DS"
,"2018-04-23",,,"Spinach",,,"Bjf: No PO",,"CO-DS104",,1,"Cases",14,14,"Cash Ops: DS"
,"2018-04-24",,,"Spinach",,,"Mjs: PO 58594",,"DS952",,5,"Cases",14,70,"Dining Services"
,"2018-05-03",,,"Spinach",,,"S: no PO",,"DS953",,5,"Cases",14,70,"Dining Services"
,"2018-05-04",,,"Spinach",,,"Mjs: No PO",,"DS954",,5,"Cases",14,70,"Dining Services"
,"2018-05-07",,,"Spinach",,,"Bjf: no PO",,"DS955",,5,"Cases",14,70,"Dining Services"
,"2018-05-08",,,"Spinach",,,"JLH: no PO",,"DS956",,5,"Cases",14,70,"Dining Services"
,"2018-05-09",,,"Spinach",,,"Mjs: no PO",,"DS957",,5,"Cases",14,70,"Dining Services"
,"2018-06-07",,,"Spinach",,,"DM: No PO: order sent via text",,"DS959",,4,"Cases",14,56,"Dining Services"
,"2018-06-18",,,"Spinach",,,"Jh: No PO",,"DS964",,2,"Cases",14,28,"Dining Services"
,"2018-06-22",,,"Spinach",,,"DM: ",,"DS967",,3,"Cases",14,42,"Dining Services"
,"2018-07-06",,,"Spinach",,,"mjs: ",,"DS971",,5,"Cases",14,70,"Dining Services"
,"2018-08-30",,,"Spinach",,,"Pg: ",,"DS1000",,5,"Cases",14,70,"Dining Services"
,"2018-09-13",,,"Spinach",,,"Sm: ",,"DS1012",,2,"Cases",16.1,32.2,"Dining Services"
,"2018-10-24",,,"Spinach: Baby",,,"Jh: No PO",,"DS1044",,2,"Cases",16.1,32.2,"Dining Services"
,"2018-10-26",,,"Spinach: Baby",,,"Matt: Catering special order:  Carrots: thyme: chard: Turnips: sweet Potatoes.  Please check prices and adjust !!!!",,"DS1046",,3,"Cases",16.1,48.3,"Dining Services"
,"2018-11-01",,,"Spinach: Baby",,,"Jh: ",,"DS1050",,1,"Cases",16.1,16.1,"Dining Services"
,"2018-10-17",,,"Spinach: Fresh Large",,,"JH: PO 60723",,"DS1038",,2,"Cases",16.1,32.2,"Dining Services"
,"2018-10-18",,,"Spinach: Fresh Large",,,"Pg: No PO",,"DS1039",,1,"Cases",16.1,16.1,"Dining Services"
,"2018-10-22",,,"Spinach: Fresh Large",,,"Pg: ",,"DS1042",,1,"Cases",16.1,16.1,"Dining Services"
,"2018-10-25",,,"Spinach: Fresh Large",,,"Bjf: po 60857",,"DS1045",,2,"Cases",16.1,32.2,"Dining Services"
,"2018-10-31",,,"Spinach: Fresh Large",,,"Matt: No PO",,"DS1049",,1,"Cases",16.1,16.1,"Dining Services"
,"2018-11-02",,,"Spinach: Fresh Large",,,"Pg: No PO",,"DS1051",,2,"Cases",16.1,32.2,"Dining Services"
,"2018-11-05",,,"Spinach: Fresh Large",,,"Pg: No PO",,"DS1052",,1,"Cases",16.1,16.1,"Dining Services"
,"2018-11-12",,,"Spinach: Fresh Large",,,"Pg: no PO",,"DS1057",,4,"Cases",16.1,64.4,"Dining Services"
,"2018-11-15",,,"Spinach: Fresh Large",,,"Pg: no PO",,"DS1060",,3,"Cases",16.1,48.3,"Dining Services"
,"2018-11-16",,,"Spinach: Fresh Large",,,"Bjf: No PO",,"DS1061",,2,"Cases",16.1,32.2,"Dining Services"
,"2018-01-19",,,"Spinach: Frozen",,,"jh: Backdating this invoice and sending it from the farm with information on pricing received this morning from Mary Hair.",,"DS918",,20,"Cases",1.57,31.4,"Dining Services"
,"2018-01-24",,,"Spinach: Frozen",,,"Mjs: PO 57106",,"DS921",,36,"Cases",1.05,37.66,"Dining Services"
,"2018-01-25",,,"Spinach: Frozen",,,": add ons via text;
PO 57107",,"DS925",,36,"Cases",1.05,37.66,"Dining Services"
,"2018-01-26",,,"Spinach: Frozen",,,"jh: increased order via text;
PO 57107. Invoice adjusted on 1/31/18 to reflect corrected price for bell pepper strips.",,"DS928",,36,"Cases",1.05,37.66,"Dining Services"
,"2018-01-29",,,"Spinach: Frozen",,,"Ben: PO 57108;
Beets and Turnips added on via text.",,"DS926",,36,"Cases",1.05,37.66,"Dining Services"
,"2018-02-08",,,"Spinach: Frozen",,,"JH: PO 57348",,"DS934",,36,"Cases",1.05,37.66,"Dining Services"
,"2018-06-18",,,"Spring Mix",,,"Jh: No PO",,"DS964",,2,"Cases",10.6,21.2,"Dining Services"
,"2018-06-20",,,"Spring Mix",,,"Jh: ",,"DS965",,2,"Cases",10.6,21.2,"Dining Services"
,"2018-06-21",,,"Spring Mix",,,"Matt: No PO",,"DS966",,3,"Cases",10.6,31.8,"Dining Services"
,"2018-06-22",,,"Spring Mix",,,"DM: ",,"DS967",,17,"Cases",10.6,180.2,"Dining Services"
,"2018-06-25",,,"Spring Mix",,,"DM: ",,"DS968",,9,"Cases",10.6,95.4,"Dining Services"
,"2018-06-29",,,"Spring Mix",,,"mjs: ",,"DS969",,23,"Cases",10.6,243.8,"Dining Services"
,"2018-07-02",,,"Spring Mix",,,"DM: ",,"DS970",,9,"Cases",10.6,95.4,"Dining Services"
,"2018-07-11",,,"Spring Mix",,,"mjs: ",,"DS972",,4,"Cases",10.6,42.4,"Dining Services"
,"2018-07-12",,,"Spring Mix",,,"Matt: ",,"DS973",,6,"Cases",10.6,63.6,"Dining Services"
,"2018-07-13",,,"Spring Mix",,,"Mjs: ",,"DS974",,10,"Cases",10.6,106,"Dining Services"
,"2018-07-16",,,"Spring Mix",,,"mjs: ",,"DS975",,6,"Cases",10.6,63.6,"Dining Services"
,"2018-07-17",,,"Spring Mix",,,"Mjs: ",,"DS976",,3,"Cases",10.6,31.8,"Dining Services"
,"2018-07-18",,,"Spring Mix",,,"bjf: ",,"DS977",,3,"Cases",10.6,31.8,"Dining Services"
,"2018-07-19",,,"Spring Mix",,,"bjf: ",,"DS980",,3,"Cases",10.6,31.8,"Dining Services"
,"2018-07-20",,,"Spring Mix",,,"bjf: ",,"DS981",,6,"Cases",10.6,63.6,"Dining Services"
,"2018-07-25",,,"Spring Mix",,,"bjf: ",,"DS984",,2,"Cases",10.6,21.2,"Dining Services"
,"2018-07-27",,,"Spring Mix",,,"DM: ",,"DS985",,3,"Cases",10.6,31.8,"Dining Services"
,"2018-08-09",,,"Spring Mix",,,"Kmf: No PO",,"DS986",,6,"Cases",10.6,63.6,"Dining Services"
,"2018-08-10",,,"Spring Mix",,,"Sm : No PO",,"DS988",,2,"Cases",10.6,21.2,"Dining Services"
,"2018-08-13",,,"Spring Mix",,,"Bjf: No PO",,"DS989",,3,"Cases",11.59,34.77,"Dining Services"
,"2018-08-16",,,"Spring Mix",,,"bjf: ",,"DS991",,3,"Cases",11.59,34.77,"Dining Services"
,"2018-08-21",,,"Spring Mix",,,"Sm: ",,"DS994",,9,"Cases",11.59,104.31,"Dining Services"
,"2018-08-23",,,"Spring Mix",,,"DM: ",,"DS996",,6,"Cases",11.59,69.54,"Dining Services"
,"2018-08-24",,,"Spring Mix",,,"bjf: no PO. Communicated with Mary Hair re: pricing.",,"DS997",,9,"Cases",11.59,104.31,"Dining Services"
,"2018-08-27",,,"Spring Mix",,,"Bjf: ",,"DS998",,9,"Cases",11.59,104.31,"Dining Services"
,"2018-08-28",,,"Spring Mix",,,"Bjf: ",,"DS999",,9,"Cases",11.59,104.31,"Dining Services"
,"2018-08-30",,,"Spring Mix",,,"Pg: ",,"DS1000",,9,"Cases",11.59,104.31,"Dining Services"
,"2018-08-31",,,"Spring Mix",,,"MS for MH: updated pricing: please use this version",,"DS1001",,13,"Cases",11.64,151.32,"Dining Services"
,"2018-09-04",,,"Spring Mix",,,"Pg: ",,"DS1003",,5,"Cases",11.64,58.2,"Dining Services"
,"2018-09-06",,,"Spring Mix",,,"Bjf: Delivered 1 cherry tomatoes and 1 grape tomatoes.  Billed for two Cherry tomato ",,"DS1005",,6,"Cases",11.64,69.84,"Dining Services"
,"2018-09-07",,,"Spring Mix",,,"pg: Add ons-no PO",,"DS1006",,4,"Cases",11.64,46.56,"Dining Services"
,"2018-09-11",,,"Spring Mix",,,"pg: 2 Cherry Tomatoes on invoice are 1 cherry case cherry toms and 1 case grape toms.  Strawberries not included in invoice.  Will come after we contact Mary for pricing.  No PO.  ",,"DS1008",,4,"Cases",11.64,46.56,"Dining Services"
,"2018-09-12",,,"Spring Mix",,,"JLH: No PO",,"DS1010",,1,"Cases",11.64,11.64,"Dining Services"
,"2018-09-13",,,"Spring Mix",,,"Sm: ",,"DS1012",,2,"Cases",11.66,23.32,"Dining Services"
,"2018-09-14",,,"Spring Mix",,,"DM: ",,"DS1013",,6,"Cases",11.66,69.96,"Dining Services"
,"2018-09-17",,,"Spring Mix",,,"bjf: ",,"DS1014",,2,"Cases",11.66,23.32,"Dining Services"
,"2018-09-18",,,"Spring Mix",,,"Pg: ",,"DS1015",,4,"Cases",11.66,46.64,"Dining Services"
,"2018-09-20",,,"Spring Mix",,,"Ph: No PO",,"DS1017",,4,"Cases",11.66,46.64,"Dining Services"
,"2018-09-21",,,"Spring Mix",,,"Buf: ",,"DS1018",,4,"Cases",11.66,46.64,"Dining Services"
,"2018-09-25",,,"Spring Mix",,,"dm: ",,"DS1021",,2,"Cases",11.66,23.32,"Dining Services"
,"2018-09-26",,,"Spring Mix",,,"Pg: Please adjust price for Cantaloupes Frozen.  Thanks!",,"DS1022",,1,"Cases",11.66,11.66,"Dining Services"
,"2018-09-27",,,"Spring Mix",,,"pg: ",,"DS1023",,1,"Cases",11.66,11.66,"Dining Services"
,"2018-09-28",,,"Spring Mix",,,"Ph: ",,"DS1024",,3,"Cases",11.66,34.98,"Dining Services"
,"2018-10-01",,,"Spring Mix",,,"bjf: ",,"DS1025",,2,"Cases",11.58,23.16,"Dining Services"
,"2018-10-02",,,"Spring Mix",,,"pg: updated prices from Mary Hair 10.1.18",,"DS1026",,2,"Cases",11.58,23.16,"Dining Services"
,"2018-10-03",,,"Spring Mix",,,"Pg: No PO",,"DS1027",,4,"Cases",11.58,46.32,"Dining Services"
,"2018-10-04",,,"Spring Mix",,,"Pg: ",,"DS1028",,2,"Cases",11.58,23.16,"Dining Services"
,"2018-10-05",,,"Spring Mix",,,"Phil : HI MARY PLS CHECK PRICING THANKS!",,"DS1030",,2,"Cases",11.58,23.16,"Dining Services"
,"2018-10-08",,,"Spring Mix",,,"Pg: ",,"DS1031",,2,"Cases",11.58,23.16,"Dining Services"
,"2018-10-09",,,"Spring Mix",,,"Pg: ",,"DS1032",,2,"Cases",11.58,23.16,"Dining Services"
,"2018-10-10",,,"Spring Mix",,,"Pg: ",,"DS1033",,2,"Cases",11.58,23.16,"Dining Services"
,"2018-10-11",,,"Spring Mix",,,"Pg: PO 60582",,"DS1034",,2,"Cases",11.58,23.16,"Dining Services"
,"2018-10-12",,,"Spring Mix",,,"Sm: PO 60583",,"DS1035",,3,"Cases",11.64,34.92,"Dining Services"
,"2018-10-15",,,"Spring Mix",,,"Pg: PO 60584",,"DS1036",,4,"Cases",11.64,46.56,"Dining Services"
,"2018-10-16",,,"Spring Mix",,,"Ph: PO 60585",,"DS1037",,1,"Cases",11.64,11.64,"Dining Services"
,"2018-10-17",,,"Spring Mix",,,"JH: PO 60723",,"DS1038",,1,"Cases",11.64,11.64,"Dining Services"
,"2018-10-18",,,"Spring Mix",,,"Pg: No PO",,"DS1039",,2,"Cases",11.64,23.28,"Dining Services"
,"2018-10-19",,,"Spring Mix",,,"Matt: NoPO",,"DS1040",,1,"Cases",11.64,11.64,"Dining Services"
,"2018-10-22",,,"Spring Mix",,,"Pg: ",,"DS1042",,1,"Cases",11.64,11.64,"Dining Services"
,"2018-10-23",,,"Spring Mix",,,"Pg: No PO",,"DS1043",,2,"Cases",11.42,22.84,"Dining Services"
,"2018-10-25",,,"Spring Mix",,,"Bjf: po 60857",,"DS1045",,4,"Cases",11.42,45.68,"Dining Services"
,"2018-10-26",,,"Spring Mix",,,"Matt: Catering special order:  Carrots: thyme: chard: Turnips: sweet Potatoes.  Please check prices and adjust !!!!",,"DS1046",,6,"Cases",11.42,68.52,"Dining Services"
,"2018-10-29",,,"Spring Mix",,,"Pg: ",,"DS1047",,4,"Cases",11.42,45.68,"Dining Services"
,"2018-10-30",,,"Spring Mix",,,"Pg: PO 60860;
Phil cancelled the cabbage",,"DS1048",,4,"Cases",11.59,46.36,"Dining Services"
,"2018-10-31",,,"Spring Mix",,,"Matt: No PO",,"DS1049",,2,"Cases",11.59,23.18,"Dining Services"
,"2018-11-01",,,"Spring Mix",,,"Jh: ",,"DS1050",,2,"Cases",11.59,23.18,"Dining Services"
,"2018-11-02",,,"Spring Mix",,,"Pg: No PO",,"DS1051",,4,"Cases",11.59,46.36,"Dining Services"
,"2018-11-05",,,"Spring Mix",,,"Pg: No PO",,"DS1052",,2,"Cases",11.59,23.18,"Dining Services"
,"2018-11-06",,,"Spring Mix",,,"Phil: no PO",,"DS1053",,4,"Cases",11.59,46.36,"Dining Services"
,"2018-11-12",,,"Spring Mix",,,"Pg: no PO",,"DS1057",,3,"Cases",11.59,34.77,"Dining Services"
,"2018-11-13",,,"Spring Mix",,,"Pg: no PO",,"DS1058",,1,"Cases",11.59,11.59,"Dining Services"
,"2018-11-15",,,"Spring Mix",,,"Pg: no PO",,"DS1060",,3,"Cases",11.59,34.77,"Dining Services"
,"2018-11-16",,,"Spring Mix",,,"Bjf: No PO",,"DS1061",,3,"Cases",11.59,34.77,"Dining Services"
